"date","store","item","sales"
"5/1/14","1","TShirt","22"
"5/4/14","1","TShirt","23"
"5/7/14","1","TShirt","21"
"5/10/14","1","TShirt","16"
"5/13/14","1","TShirt","22"
"5/16/14","1","TShirt","23"
"5/19/14","1","TShirt","12"
"5/22/14","1","TShirt","25"
"5/25/14","1","TShirt","20"
"5/28/14","1","TShirt","13"
"5/31/14","1","TShirt","31"
"6/3/14","1","TShirt","23"
"6/6/14","1","TShirt","23"
"6/9/14","1","TShirt","18"
"6/12/14","1","TShirt","22"
"6/15/14","1","TShirt","33"
"6/18/14","1","TShirt","20"
"6/21/14","1","TShirt","26"
"6/24/14","1","TShirt","24"
"6/27/14","1","TShirt","29"
"6/30/14","1","TShirt","16"
"7/3/14","1","TShirt","25"
"7/6/14","1","TShirt","34"
"7/9/14","1","TShirt","27"
"7/12/14","1","TShirt","22"
"7/15/14","1","TShirt","24"
"7/18/14","1","TShirt","25"
"7/21/14","1","TShirt","21"
"7/24/14","1","TShirt","26"
"7/27/14","1","TShirt","35"
"7/30/14","1","TShirt","25"
"8/2/14","1","TShirt","23"
"8/5/14","1","TShirt","19"
"8/8/14","1","TShirt","27"
"8/11/14","1","TShirt","22"
"8/14/14","1","TShirt","17"
"8/17/14","1","TShirt","31"
"8/20/14","1","TShirt","21"
"8/23/14","1","TShirt","26"
"8/26/14","1","TShirt","25"
"8/29/14","1","TShirt","17"
"9/1/14","1","TShirt","16"
"9/4/14","1","TShirt","26"
"9/7/14","1","TShirt","25"
"9/10/14","1","TShirt","16"
"9/13/14","1","TShirt","17"
"9/16/14","1","TShirt","15"
"9/19/14","1","TShirt","21"
"9/22/14","1","TShirt","15"
"9/25/14","1","TShirt","17"
"9/28/14","1","TShirt","22"
"10/1/14","1","TShirt","12"
"10/4/14","1","TShirt","27"
"10/7/14","1","TShirt","10"
"10/10/14","1","TShirt","19"
"10/13/14","1","TShirt","6"
"10/16/14","1","TShirt","17"
"10/19/14","1","TShirt","13"
"10/22/14","1","TShirt","14"
"10/25/14","1","TShirt","21"
"10/28/14","1","TShirt","12"
"10/31/14","1","TShirt","20"
"11/3/14","1","TShirt","16"
"11/6/14","1","TShirt","22"
"11/9/14","1","TShirt","28"
"11/12/14","1","TShirt","18"
"11/15/14","1","TShirt","24"
"11/18/14","1","TShirt","18"
"11/21/14","1","TShirt","28"
"11/24/14","1","TShirt","18"
"11/27/14","1","TShirt","23"
"11/30/14","1","TShirt","24"
"12/3/14","1","TShirt","9"
"12/6/14","1","TShirt","16"
"12/9/14","1","TShirt","13"
"12/12/14","1","TShirt","10"
"12/15/14","1","TShirt","14"
"12/18/14","1","TShirt","10"
"12/21/14","1","TShirt","18"
"12/24/14","1","TShirt","16"
"12/27/14","1","TShirt","15"
"12/30/14","1","TShirt","11"
"1/2/15","1","TShirt","19"
"1/5/15","1","TShirt","14"
"1/8/15","1","TShirt","18"
"1/11/15","1","TShirt","19"
"1/14/15","1","TShirt","15"
"1/17/15","1","TShirt","16"
"1/20/15","1","TShirt","12"
"1/23/15","1","TShirt","14"
"1/26/15","1","TShirt","12"
"1/29/15","1","TShirt","7"
"2/1/15","1","TShirt","17"
"2/4/15","1","TShirt","8"
"2/7/15","1","TShirt","13"
"2/10/15","1","TShirt","15"
"2/13/15","1","TShirt","13"
"2/16/15","1","TShirt","14"
"2/19/15","1","TShirt","11"
"2/22/15","1","TShirt","24"
"2/25/15","1","TShirt","13"
"2/28/15","1","TShirt","18"
"3/3/15","1","TShirt","14"
"3/6/15","1","TShirt","17"
"3/9/15","1","TShirt","13"
"3/12/15","1","TShirt","24"
"3/15/15","1","TShirt","20"
"3/18/15","1","TShirt","16"
"3/21/15","1","TShirt","25"
"3/24/15","1","TShirt","18"
"3/27/15","1","TShirt","16"
"3/30/15","1","TShirt","19"
"4/2/15","1","TShirt","20"
"4/5/15","1","TShirt","20"
"4/8/15","1","TShirt","17"
"4/11/15","1","TShirt","17"
"4/14/15","1","TShirt","26"
"4/17/15","1","TShirt","22"
"4/20/15","1","TShirt","17"
"4/23/15","1","TShirt","17"
"4/26/15","1","TShirt","30"
"4/29/15","1","TShirt","18"
"5/2/15","1","TShirt","22"
"5/5/15","1","TShirt","25"
"5/8/15","1","TShirt","22"
"5/11/15","1","TShirt","24"
"5/14/15","1","TShirt","17"
"5/17/15","1","TShirt","27"
"5/20/15","1","TShirt","17"
"5/23/15","1","TShirt","24"
"5/26/15","1","TShirt","19"
"5/29/15","1","TShirt","18"
"6/1/15","1","TShirt","23"
"6/4/15","1","TShirt","25"
"6/7/15","1","TShirt","22"
"6/10/15","1","TShirt","22"
"6/13/15","1","TShirt","28"
"6/16/15","1","TShirt","17"
"6/19/15","1","TShirt","20"
"6/22/15","1","TShirt","14"
"6/25/15","1","TShirt","21"
"6/28/15","1","TShirt","35"
"7/1/15","1","TShirt","21"
"7/4/15","1","TShirt","40"
"7/7/15","1","TShirt","24"
"7/10/15","1","TShirt","26"
"7/13/15","1","TShirt","22"
"7/16/15","1","TShirt","41"
"7/19/15","1","TShirt","38"
"7/22/15","1","TShirt","27"
"7/25/15","1","TShirt","34"
"7/28/15","1","TShirt","27"
"7/31/15","1","TShirt","29"
"8/3/15","1","TShirt","20"
"8/6/15","1","TShirt","25"
"8/9/15","1","TShirt","33"
"8/12/15","1","TShirt","24"
"8/15/15","1","TShirt","26"
"8/18/15","1","TShirt","18"
"8/21/15","1","TShirt","29"
"8/24/15","1","TShirt","19"
"8/27/15","1","TShirt","23"
"8/30/15","1","TShirt","25"
"9/2/15","1","TShirt","22"
"9/5/15","1","TShirt","34"
"9/8/15","1","TShirt","25"
"9/11/15","1","TShirt","28"
"9/14/15","1","TShirt","22"
"9/17/15","1","TShirt","19"
"9/20/15","1","TShirt","28"
"9/23/15","1","TShirt","22"
"9/26/15","1","TShirt","20"
"9/29/15","1","TShirt","19"
"10/2/15","1","TShirt","12"
"10/5/15","1","TShirt","13"
"10/8/15","1","TShirt","21"
"10/11/15","1","TShirt","25"
"10/14/15","1","TShirt","26"
"10/17/15","1","TShirt","22"
"10/20/15","1","TShirt","21"
"10/23/15","1","TShirt","28"
"10/26/15","1","TShirt","18"
"10/29/15","1","TShirt","17"
"11/1/15","1","TShirt","26"
"11/4/15","1","TShirt","26"
"11/7/15","1","TShirt","25"
"11/10/15","1","TShirt","15"
"11/13/15","1","TShirt","21"
"11/16/15","1","TShirt","14"
"11/19/15","1","TShirt","26"
"11/22/15","1","TShirt","30"
"11/25/15","1","TShirt","16"
"11/28/15","1","TShirt","24"
"12/1/15","1","TShirt","13"
"12/4/15","1","TShirt","29"
"12/7/15","1","TShirt","14"
"12/10/15","1","TShirt","14"
"12/13/15","1","TShirt","14"
"12/16/15","1","TShirt","19"
"12/19/15","1","TShirt","21"
"12/22/15","1","TShirt","13"
"12/25/15","1","TShirt","19"
"12/28/15","1","TShirt","4"
"12/31/15","1","TShirt","18"
"1/3/16","1","TShirt","12"
"1/6/16","1","TShirt","16"
"1/9/16","1","TShirt","16"
"1/12/16","1","TShirt","13"
"1/15/16","1","TShirt","13"
"1/18/16","1","TShirt","7"
"1/21/16","1","TShirt","12"
"1/24/16","1","TShirt","21"
"1/27/16","1","TShirt","14"
"1/30/16","1","TShirt","14"
"2/2/16","1","TShirt","16"
"2/5/16","1","TShirt","14"
"2/8/16","1","TShirt","12"
"2/11/16","1","TShirt","14"
"2/14/16","1","TShirt","23"
"2/17/16","1","TShirt","29"
"2/20/16","1","TShirt","18"
"2/23/16","1","TShirt","16"
"2/26/16","1","TShirt","9"
"2/29/16","1","TShirt","14"
"3/3/16","1","TShirt","20"
"3/6/16","1","TShirt","22"
"3/9/16","1","TShirt","18"
"3/12/16","1","TShirt","17"
"3/15/16","1","TShirt","11"
"3/18/16","1","TShirt","21"
"3/21/16","1","TShirt","22"
"3/24/16","1","TShirt","18"
"3/27/16","1","TShirt","28"
"3/30/16","1","TShirt","14"
"4/2/16","1","TShirt","24"
"4/5/16","1","TShirt","20"
"4/8/16","1","TShirt","23"
"4/11/16","1","TShirt","18"
"4/14/16","1","TShirt","22"
"4/17/16","1","TShirt","18"
"4/20/16","1","TShirt","18"
"4/23/16","1","TShirt","23"
"4/26/16","1","TShirt","20"
"4/29/16","1","TShirt","30"
"5/2/16","1","TShirt","18"
"5/5/16","1","TShirt","17"
"5/8/16","1","TShirt","26"
"5/11/16","1","TShirt","21"
"5/14/16","1","TShirt","30"
"5/17/16","1","TShirt","25"
"5/20/16","1","TShirt","28"
"5/23/16","1","TShirt","22"
"5/26/16","1","TShirt","17"
"5/29/16","1","TShirt","29"
"6/1/16","1","TShirt","24"
"6/4/16","1","TShirt","28"
"6/7/16","1","TShirt","22"
"6/10/16","1","TShirt","34"
"6/13/16","1","TShirt","22"
"6/16/16","1","TShirt","30"
"6/19/16","1","TShirt","28"
"6/22/16","1","TShirt","25"
"6/25/16","1","TShirt","31"
"6/28/16","1","TShirt","28"
"7/1/16","1","TShirt","42"
"7/4/16","1","TShirt","18"
"7/7/16","1","TShirt","33"
"7/10/16","1","TShirt","28"
"7/13/16","1","TShirt","30"
"7/16/16","1","TShirt","34"
"7/19/16","1","TShirt","25"
"7/22/16","1","TShirt","26"
"7/25/16","1","TShirt","21"
"7/28/16","1","TShirt","30"
"7/31/16","1","TShirt","31"
"8/3/16","1","TShirt","28"
"8/6/16","1","TShirt","20"
"8/9/16","1","TShirt","26"
"8/12/16","1","TShirt","16"
"8/15/16","1","TShirt","24"
"8/18/16","1","TShirt","26"
"8/21/16","1","TShirt","22"
"8/24/16","1","TShirt","32"
"8/27/16","1","TShirt","24"
"8/30/16","1","TShirt","14"
"9/2/16","1","TShirt","20"
"9/5/16","1","TShirt","32"
"9/8/16","1","TShirt","28"
"9/11/16","1","TShirt","24"
"9/14/16","1","TShirt","19"
"9/17/16","1","TShirt","19"
"9/20/16","1","TShirt","23"
"9/23/16","1","TShirt","24"
"9/26/16","1","TShirt","17"
"9/29/16","1","TShirt","28"
"10/2/16","1","TShirt","26"
"10/5/16","1","TShirt","17"
"10/8/16","1","TShirt","24"
"10/11/16","1","TShirt","18"
"10/14/16","1","TShirt","32"
"10/17/16","1","TShirt","20"
"10/20/16","1","TShirt","30"
"10/23/16","1","TShirt","21"
"10/26/16","1","TShirt","16"
"10/29/16","1","TShirt","23"
"11/1/16","1","TShirt","22"
"11/4/16","1","TShirt","22"
"11/7/16","1","TShirt","17"
"11/10/16","1","TShirt","18"
"11/13/16","1","TShirt","36"
"11/16/16","1","TShirt","20"
"11/19/16","1","TShirt","36"
"11/22/16","1","TShirt","18"
"11/25/16","1","TShirt","26"
"11/28/16","1","TShirt","22"
"12/1/16","1","TShirt","13"
"12/4/16","1","TShirt","24"
"12/7/16","1","TShirt","17"
"12/10/16","1","TShirt","12"
"12/13/16","1","TShirt","23"
"12/16/16","1","TShirt","15"
"12/19/16","1","TShirt","17"
"12/22/16","1","TShirt","20"
"12/25/16","1","TShirt","20"
"12/28/16","1","TShirt","16"
"12/31/16","1","TShirt","14"
"1/3/17","1","TShirt","10"
"1/6/17","1","TShirt","24"
"1/9/17","1","TShirt","18"
"1/12/17","1","TShirt","17"
"1/15/17","1","TShirt","29"
"1/18/17","1","TShirt","10"
"1/21/17","1","TShirt","13"
"1/24/17","1","TShirt","18"
"1/27/17","1","TShirt","10"
"1/30/17","1","TShirt","9"
"2/2/17","1","TShirt","17"
"2/5/17","1","TShirt","25"
"2/8/17","1","TShirt","20"
"2/11/17","1","TShirt","18"
"2/14/17","1","TShirt","15"
"2/17/17","1","TShirt","17"
"2/20/17","1","TShirt","5"
"2/23/17","1","TShirt","26"
"2/26/17","1","TShirt","28"
"3/1/17","1","TShirt","16"
"3/4/17","1","TShirt","13"
"3/7/17","1","TShirt","14"
"3/10/17","1","TShirt","18"
"3/13/17","1","TShirt","14"
"3/16/17","1","TShirt","23"
"3/19/17","1","TShirt","25"
"3/22/17","1","TShirt","23"
"3/25/17","1","TShirt","20"
"3/28/17","1","TShirt","13"
"3/31/17","1","TShirt","13"
"4/3/17","1","TShirt","17"
"4/6/17","1","TShirt","25"
"4/9/17","1","TShirt","20"
"4/12/17","1","TShirt","17"
"4/15/17","1","TShirt","20"
"4/18/17","1","TShirt","21"
"4/21/17","1","TShirt","27"
"4/24/17","1","TShirt","17"
"4/27/17","1","TShirt","26"
"4/30/17","1","TShirt","33"
"5/3/17","1","TShirt","29"
"5/6/17","1","TShirt","34"
"5/9/17","1","TShirt","32"
"5/12/17","1","TShirt","26"
"5/15/17","1","TShirt","17"
"5/18/17","1","TShirt","32"
"5/21/17","1","TShirt","25"
"5/24/17","1","TShirt","30"
"5/27/17","1","TShirt","35"
"5/30/17","1","TShirt","17"
"6/2/17","1","TShirt","25"
"6/5/17","1","TShirt","22"
"6/8/17","1","TShirt","26"
"6/11/17","1","TShirt","28"
"6/14/17","1","TShirt","32"
"6/17/17","1","TShirt","31"
"6/20/17","1","TShirt","22"
"6/23/17","1","TShirt","26"
"6/26/17","1","TShirt","21"
"6/29/17","1","TShirt","28"
"7/2/17","1","TShirt","38"
"7/5/17","1","TShirt","23"
"7/8/17","1","TShirt","27"
"7/11/17","1","TShirt","23"
"7/14/17","1","TShirt","38"
"7/17/17","1","TShirt","20"
"7/20/17","1","TShirt","37"
"7/23/17","1","TShirt","32"
"7/26/17","1","TShirt","28"
"7/29/17","1","TShirt","30"
"8/1/17","1","TShirt","18"
"8/4/17","1","TShirt","26"
"8/7/17","1","TShirt","20"
"8/10/17","1","TShirt","31"
"8/13/17","1","TShirt","32"
"8/16/17","1","TShirt","24"
"8/19/17","1","TShirt","29"
"8/22/17","1","TShirt","28"
"8/25/17","1","TShirt","30"
"8/28/17","1","TShirt","15"
"8/31/17","1","TShirt","26"
"9/3/17","1","TShirt","23"
"9/6/17","1","TShirt","24"
"9/9/17","1","TShirt","28"
"9/12/17","1","TShirt","20"
"9/15/17","1","TShirt","28"
"9/18/17","1","TShirt","22"
"9/21/17","1","TShirt","20"
"9/24/17","1","TShirt","24"
"9/27/17","1","TShirt","27"
"9/30/17","1","TShirt","30"
"10/3/17","1","TShirt","18"
"10/6/17","1","TShirt","19"
"10/9/17","1","TShirt","9"
"10/12/17","1","TShirt","24"
"10/15/17","1","TShirt","28"
"10/18/17","1","TShirt","15"
"10/21/17","1","TShirt","26"
"10/24/17","1","TShirt","23"
"10/27/17","1","TShirt","20"
"10/30/17","1","TShirt","22"
"11/2/17","1","TShirt","21"
"11/5/17","1","TShirt","23"
"11/8/17","1","TShirt","14"
"11/11/17","1","TShirt","24"
"11/14/17","1","TShirt","16"
"11/17/17","1","TShirt","25"
"11/20/17","1","TShirt","21"
"11/23/17","1","TShirt","25"
"11/26/17","1","TShirt","24"
"11/29/17","1","TShirt","28"
"12/2/17","1","TShirt","16"
"12/5/17","1","TShirt","20"
"12/8/17","1","TShirt","17"
"12/11/17","1","TShirt","20"
"12/14/17","1","TShirt","14"
"12/17/17","1","TShirt","22"
"12/20/17","1","TShirt","16"
"12/23/17","1","TShirt","18"
"12/26/17","1","TShirt","16"
"12/29/17","1","TShirt","15"
"1/1/13","2","TShirt","12"
"1/4/13","2","TShirt","20"
"1/7/13","2","TShirt","12"
"1/10/13","2","TShirt","10"
"1/13/13","2","TShirt","30"
"1/16/13","2","TShirt","14"
"1/19/13","2","TShirt","18"
"1/22/13","2","TShirt","11"
"1/25/13","2","TShirt","17"
"1/28/13","2","TShirt","15"
"1/31/13","2","TShirt","16"
"2/3/13","2","TShirt","14"
"2/6/13","2","TShirt","12"
"2/9/13","2","TShirt","15"
"2/12/13","2","TShirt","14"
"2/15/13","2","TShirt","17"
"2/18/13","2","TShirt","13"
"2/21/13","2","TShirt","9"
"2/24/13","2","TShirt","20"
"2/27/13","2","TShirt","11"
"3/2/13","2","TShirt","23"
"3/5/13","2","TShirt","13"
"3/8/13","2","TShirt","20"
"3/11/13","2","TShirt","17"
"3/14/13","2","TShirt","17"
"3/17/13","2","TShirt","20"
"3/20/13","2","TShirt","20"
"3/23/13","2","TShirt","30"
"3/26/13","2","TShirt","23"
"3/29/13","2","TShirt","21"
"4/1/13","2","TShirt","16"
"4/4/13","2","TShirt","30"
"4/7/13","2","TShirt","32"
"4/10/13","2","TShirt","16"
"4/13/13","2","TShirt","26"
"4/16/13","2","TShirt","19"
"4/19/13","2","TShirt","29"
"4/22/13","2","TShirt","17"
"4/25/13","2","TShirt","31"
"4/28/13","2","TShirt","20"
"5/1/13","2","TShirt","29"
"5/4/13","2","TShirt","29"
"5/7/13","2","TShirt","21"
"5/10/13","2","TShirt","35"
"5/13/13","2","TShirt","20"
"5/16/13","2","TShirt","26"
"5/19/13","2","TShirt","29"
"5/22/13","2","TShirt","25"
"5/25/13","2","TShirt","24"
"5/28/13","2","TShirt","17"
"5/31/13","2","TShirt","33"
"6/3/13","2","TShirt","23"
"6/6/13","2","TShirt","29"
"6/9/13","2","TShirt","22"
"6/12/13","2","TShirt","25"
"6/15/13","2","TShirt","37"
"6/18/13","2","TShirt","22"
"6/21/13","2","TShirt","36"
"6/24/13","2","TShirt","25"
"6/27/13","2","TShirt","25"
"6/30/13","2","TShirt","28"
"7/3/13","2","TShirt","30"
"7/6/13","2","TShirt","32"
"7/9/13","2","TShirt","29"
"7/12/13","2","TShirt","40"
"7/15/13","2","TShirt","17"
"7/18/13","2","TShirt","34"
"7/21/13","2","TShirt","34"
"7/24/13","2","TShirt","24"
"7/27/13","2","TShirt","45"
"7/30/13","2","TShirt","24"
"8/2/13","2","TShirt","32"
"8/5/13","2","TShirt","18"
"8/8/13","2","TShirt","30"
"8/11/13","2","TShirt","27"
"8/14/13","2","TShirt","26"
"8/17/13","2","TShirt","30"
"8/20/13","2","TShirt","18"
"8/23/13","2","TShirt","27"
"8/26/13","2","TShirt","23"
"8/29/13","2","TShirt","32"
"9/1/13","2","TShirt","25"
"9/4/13","2","TShirt","22"
"9/7/13","2","TShirt","23"
"9/10/13","2","TShirt","23"
"9/13/13","2","TShirt","28"
"9/16/13","2","TShirt","26"
"9/19/13","2","TShirt","26"
"9/22/13","2","TShirt","36"
"9/25/13","2","TShirt","25"
"9/28/13","2","TShirt","25"
"10/1/13","2","TShirt","21"
"10/4/13","2","TShirt","34"
"10/7/13","2","TShirt","20"
"10/10/13","2","TShirt","23"
"10/13/13","2","TShirt","22"
"10/16/13","2","TShirt","14"
"10/19/13","2","TShirt","29"
"10/22/13","2","TShirt","18"
"10/25/13","2","TShirt","22"
"10/28/13","2","TShirt","23"
"10/31/13","2","TShirt","34"
"11/3/13","2","TShirt","17"
"11/6/13","2","TShirt","28"
"11/9/13","2","TShirt","35"
"11/12/13","2","TShirt","24"
"11/15/13","2","TShirt","32"
"11/18/13","2","TShirt","19"
"11/21/13","2","TShirt","20"
"11/24/13","2","TShirt","18"
"11/27/13","2","TShirt","17"
"11/30/13","2","TShirt","24"
"12/3/13","2","TShirt","17"
"12/6/13","2","TShirt","20"
"12/9/13","2","TShirt","12"
"12/12/13","2","TShirt","10"
"12/15/13","2","TShirt","24"
"12/18/13","2","TShirt","15"
"12/21/13","2","TShirt","24"
"12/24/13","2","TShirt","20"
"12/27/13","2","TShirt","20"
"12/30/13","2","TShirt","20"
"1/2/14","2","TShirt","17"
"1/5/14","2","TShirt","24"
"1/8/14","2","TShirt","13"
"1/11/14","2","TShirt","16"
"1/14/14","2","TShirt","20"
"1/17/14","2","TShirt","19"
"1/20/14","2","TShirt","8"
"1/23/14","2","TShirt","26"
"1/26/14","2","TShirt","19"
"1/29/14","2","TShirt","15"
"2/1/14","2","TShirt","36"
"2/4/14","2","TShirt","24"
"2/7/14","2","TShirt","19"
"2/10/14","2","TShirt","18"
"2/13/14","2","TShirt","8"
"2/16/14","2","TShirt","29"
"2/19/14","2","TShirt","19"
"2/22/14","2","TShirt","28"
"2/25/14","2","TShirt","23"
"2/28/14","2","TShirt","23"
"3/3/14","2","TShirt","25"
"3/6/14","2","TShirt","16"
"3/9/14","2","TShirt","21"
"3/12/14","2","TShirt","21"
"3/15/14","2","TShirt","34"
"3/18/14","2","TShirt","21"
"3/21/14","2","TShirt","23"
"3/24/14","2","TShirt","21"
"3/27/14","2","TShirt","23"
"3/30/14","2","TShirt","26"
"4/2/14","2","TShirt","17"
"4/5/14","2","TShirt","33"
"4/8/14","2","TShirt","25"
"4/11/14","2","TShirt","23"
"4/14/14","2","TShirt","22"
"4/17/14","2","TShirt","30"
"4/20/14","2","TShirt","42"
"4/23/14","2","TShirt","19"
"4/26/14","2","TShirt","23"
"4/29/14","2","TShirt","26"
"5/2/14","2","TShirt","40"
"5/5/14","2","TShirt","21"
"5/8/14","2","TShirt","34"
"5/11/14","2","TShirt","27"
"5/14/14","2","TShirt","30"
"5/17/14","2","TShirt","45"
"5/20/14","2","TShirt","38"
"5/23/14","2","TShirt","37"
"5/26/14","2","TShirt","15"
"5/29/14","2","TShirt","29"
"6/1/14","2","TShirt","39"
"6/4/14","2","TShirt","26"
"6/7/14","2","TShirt","37"
"6/10/14","2","TShirt","41"
"6/13/14","2","TShirt","36"
"6/16/14","2","TShirt","24"
"6/19/14","2","TShirt","29"
"6/22/14","2","TShirt","32"
"6/25/14","2","TShirt","30"
"6/28/14","2","TShirt","33"
"7/1/14","2","TShirt","31"
"7/4/14","2","TShirt","35"
"7/7/14","2","TShirt","30"
"7/10/14","2","TShirt","39"
"7/13/14","2","TShirt","35"
"7/16/14","2","TShirt","38"
"7/19/14","2","TShirt","33"
"7/22/14","2","TShirt","44"
"7/25/14","2","TShirt","45"
"7/28/14","2","TShirt","31"
"7/31/14","2","TShirt","33"
"8/3/14","2","TShirt","37"
"8/6/14","2","TShirt","23"
"8/9/14","2","TShirt","30"
"8/12/14","2","TShirt","32"
"8/15/14","2","TShirt","28"
"8/18/14","2","TShirt","27"
"8/21/14","2","TShirt","29"
"8/24/14","2","TShirt","36"
"8/27/14","2","TShirt","35"
"8/30/14","2","TShirt","35"
"9/2/14","2","TShirt","30"
"9/5/14","2","TShirt","26"
"9/8/14","2","TShirt","26"
"9/11/14","2","TShirt","22"
"9/14/14","2","TShirt","44"
"9/17/14","2","TShirt","21"
"9/20/14","2","TShirt","36"
"9/23/14","2","TShirt","19"
"9/26/14","2","TShirt","31"
"9/29/14","2","TShirt","26"
"10/2/14","2","TShirt","23"
